Id,id_tanggal_transaksi_awal,tanggal_transaksi_awal,tipe_kartu,id_merchant,nama_merchant,tipe_mesin,tipe_transaksi,nama_transaksi,nilai_transaksi,id_negara,nama_negara,nama_kota,lokasi_mesin,pemilik_mesin,waktu_transaksi,kuartal_transaksi,kepemilikan_kartu,nama_channel,id_channel,flag_transaksi_finansial,status_transaksi,bank_pemilik_kartu,rata_rata_nilai_transaksi,maksimum_nilai_transaksi,minimum_nilai_transaksi,rata_rata_jumlah_transaksi
4407,2457394,2457414,93,-2,1798,1589295,301,16,4525000,96,5,128,1951,613,140913,3,2,1,9,FALSE,3,999,1.151.101.297,10000000,25000,2.59
4265,2457640,2457685,103,659907,1205,3103757,58,6,99900,96,5,128,7503,1811,213408,4,2,2,4,FALSE,3,999,8.184.210.526,4700000,56200,1.76
12003,2457423,2457461,5,-2,1798,-3,156,12,1200000,96,5,189,5667,2173,162124,3,1,5,8,FALSE,3,999,7.685.081.351,5500000,25000,2.62
11096,2457421,2457442,103,-2,1798,222361,26,10,1000000,96,5,128,4305,613,200922,4,2,1,9,FALSE,3,999,612500,1250000,20000,1.18
3038,2457414,2457439,103,-2,1798,508193,385,11,100000,96,5,75,4972,613,105351,2,2,1,9,FALSE,3,999,1.787.168.514,30000000,100000,3.16
92,2457524,2457573,111,-2,1798,3130487,301,16,900000,96,5,237,8257,613,113233,2,2,1,9,FALSE,3,999,9.150.706.679,4500000,50000,1.89
222,2457630,2457709,111,-2,1798,2324746,161,17,1750000,96,5,60,3552,613,130752,3,2,1,9,FALSE,3,999,6.533.704.028,2750000,45000,1.55
11938,2457433,2457472,0,-2,1798,515,159,19,8000000,96,5,128,2565,613,133807,3,2,1,9,FALSE,3,999,3.061.870.504,20000000,25000,2.62
704,2457512,2457570,104,-2,1798,3031391,385,11,1000000,96,5,128,8154,613,123700,3,2,1,9,FALSE,3,999,548.845.625,1150000,21329,1.8
3501,2457411,2457449,93,-2,1798,2419358,26,10,1250000,96,5,128,3614,613,151640,3,2,1,9,FALSE,3,999,1.570.651.563,10000000,100000,2.41
10593,2457376,2457466,111,-2,1798,2139928,26,10,500000,96,5,128,3234,613,120651,3,2,1,9,FALSE,3,999,8.556.872.093,7000000,30000,2.19
12963,2457623,2457688,0,70193,927,2955586,58,6,23500,96,5,128,7459,1441,144330,3,2,2,4,FALSE,3,999,8.536.515.476,7000000,25000,2.9
12296,2457438,2457473,111,110928,1683,2383884,58,6,112000,96,5,132,6753,2475,142133,3,2,2,4,FALSE,3,999,1.766.855.283,1100000,22000,1.91
8017,2457531,2457590,111,-2,1798,-3,156,12,2500000,96,5,128,7758,1384,170209,3,1,5,8,FALSE,3,999,2206750,15000000,147000,1.73
1954,2457523,2457610,93,-2,1798,80915,26,10,700000,96,5,128,3773,613,102918,2,2,1,9,FALSE,3,999,1.171.452.701,7500000,26500,1.92
7358,2457502,2457502,1,-2,1798,2318264,385,11,100000,96,5,223,3424,613,12450,1,2,1,9,FALSE,3,999,3.478.229.394,2000000,12000,1.87
14939,2457302,2457328,0,502497,1570,2373555,58,6,201000,96,5,128,6881,2306,190839,4,2,2,4,FALSE,3,999,8.509.412.621,4400000,44517,2.38
928,2457350,2457370,111,-2,1798,226362,238,9,50000,96,5,128,5379,613,210138,4,2,1,9,FALSE,3,999,1.505.702.752,15000000,25000,2
3819,2457299,2457319,2,-2,1798,1329222,159,19,470000,96,5,60,820,613,122251,3,2,1,9,FALSE,3,999,1.243.739.824,50000000,25000,2.47
9050,2457645,2457675,93,-2,1798,1265392,159,19,4000000,96,5,259,676,613,140938,3,2,1,9,FALSE,3,999,2.304.545.455,10000000,41660,03.08
5200,2457569,2457597,111,-2,1798,1457808,301,16,1000000,96,5,265,1489,613,90339,2,2,1,9,FALSE,3,999,1.286.198.547,10580000,50000,3.22
4807,2457575,2457618,111,-2,1798,3186048,385,11,2500000,96,5,128,7934,613,211135,4,2,1,9,FALSE,3,999,1.542.634.722,14280000,22500,2.91
4055,2457441,2457477,104,-2,1798,2714809,26,10,250000,96,5,259,8501,613,102827,2,2,1,9,FALSE,3,999,5.367.924.528,6100000,26500,02.06
1715,2457510,2457598,0,210185,660,3071459,58,6,341400,96,5,128,7344,1094,112852,2,2,2,4,FALSE,3,999,1.906.500.922,15000000,29234,2.41
12423,2457430,2457524,111,-2,1798,2008048,385,11,500000,96,5,128,2783,613,60113,2,2,1,9,FALSE,3,999,3.161.657.232,1600000,50000,1.43
6198,2457371,2457457,4,32402,1429,2073811,58,6,72800,96,5,128,5825,2105,221323,4,2,2,4,FALSE,3,999,2.524.719.828,1500000,20250,1.76
3845,2457507,2457553,111,-2,1798,2184058,26,10,300000,96,5,241,3052,613,182049,4,2,1,9,FALSE,3,999,9.512.093.806,7000000,22000,02.07
12646,2457376,2457432,111,-2,1798,3063474,238,9,2500000,96,5,128,8217,613,161641,3,2,1,9,FALSE,3,999,1.190.239.781,10000000,25000,02.08
10804,2457581,2457659,111,-2,1798,3186057,238,9,2500000,96,5,241,8685,613,204110,4,2,1,9,FALSE,3,999,8.368.409.606,5100000,25000,1.81
1798,2457419,2457509,111,-2,1798,1154047,159,19,700000,96,5,128,456,613,172743,3,2,1,9,FALSE,3,999,9.738.044.808,4900000,58000,1.43
6715,2457437,2457526,104,-2,1798,1518190,385,11,1250000,96,5,265,1622,613,84325,2,2,1,9,FALSE,3,999,3.232.432.432,2450000,10,4.99
1339,2457662,2457740,93,-2,1798,2432941,238,9,550000,96,5,221,5574,613,231207,4,2,1,9,FALSE,3,999,1.475.859.567,30575000,25000,2.28
13310,2457519,2457547,93,-2,1798,222352,26,10,300000,96,5,128,4151,613,101940,2,2,1,9,FALSE,3,999,1.534.142.009,11869000,100000,1.37
11191,2457567,2457599,111,-2,1798,2460694,159,19,23660000,96,5,265,2850,613,122400,3,2,1,9,FALSE,3,999,2.530.285.326,10000000,26500,2.38
4852,2457460,2457509,104,-2,1798,1415742,385,11,1250000,96,5,128,1228,613,93429,2,2,1,9,FALSE,3,999,8.387.955.882,5000000,44517,1.8
11382,2457607,2457682,111,-2,1798,2501653,385,11,1250000,96,5,132,4025,613,185916,4,2,1,9,FALSE,3,999,2.530.285.326,50000000,100000,2.62
4280,2457595,2457607,111,-2,1798,1464904,385,11,300000,96,5,241,1285,613,195706,4,2,1,9,FALSE,3,999,2.518.235.294,1000000,50000,1.14
8787,2457368,2457424,103,-2,1798,2796165,26,10,532500,96,5,128,4295,613,102613,2,2,1,9,FALSE,3,999,797.473.227,2500000,10000,1.5
14317,2457351,2457353,111,488804,330,2177475,433,14,100000,96,5,128,5999,699,193717,4,2,2,4,FALSE,3,999,466050,5000000,92000,1.5
575,2457556,2457644,111,-2,1798,1942707,385,11,500000,96,5,70,2658,613,115557,2,2,1,9,FALSE,3,999,375000,1500000,43500,1.78
14371,2457592,2457648,93,-2,1798,760832,26,10,2500000,96,5,128,5089,613,131409,3,2,1,9,FALSE,3,999,2.596.666.667,28555000,140000,03.08
8344,2457546,2457624,4,-2,1798,1937777,238,9,100000,96,5,128,5523,613,100155,2,2,1,9,FALSE,3,999,4.674.038.462,2500000,36400,1.62
8996,2457329,2457336,111,-2,1798,61,385,11,1000000,96,5,128,3261,613,154444,3,2,1,9,FALSE,3,999,1.157.710.068,5000000,100000,2.33
14986,2457385,2457453,0,-2,1798,1862787,26,10,400000,96,5,128,2379,613,195557,4,2,1,9,FALSE,3,999,9.463.966.139,9000000,25000,2.71
5629,2457448,2457505,0,-2,1798,1224699,159,19,100000,96,5,241,5075,613,80532,2,2,1,9,FALSE,3,999,5.039.007.619,2000000,105000,1.32
7732,2457394,2457470,111,187485,103,2383887,58,6,100800,96,5,75,6852,393,191156,4,2,2,4,FALSE,3,999,719.703.881,2500000,80000,1.78
5231,2457351,2457379,0,-2,1798,84169,301,16,300000,96,5,70,3105,613,84143,2,2,1,9,FALSE,3,999,2.271.330.484,1500000,27000,2.34
14534,2457386,2457437,111,-2,1798,1597924,159,19,1000000,96,5,128,1904,613,90727,2,2,1,9,FALSE,3,999,2.257.807.692,12847600,25000,3.39
9098,2457509,2457570,111,-2,1798,1298875,26,10,300000,96,5,128,748,613,171546,3,2,1,9,FALSE,3,999,2.886.046.497,1500000,23900,1.69
6586,2457603,2457662,103,-2,1798,3042284,238,9,350000,96,5,128,8194,613,132242,3,2,1,9,FALSE,3,999,1535705,15000000,50000,2.45
6434,2457326,2457416,103,-2,1798,-3,156,12,2050000,96,5,288,1270,1396,194520,4,1,5,8,FALSE,3,999,1.808.152.683,27000000,100000,2.32
6074,2457348,2457415,111,-2,1798,1325553,26,10,1250000,96,5,128,815,613,82108,2,2,1,9,FALSE,3,999,2.579.912.857,1700000,20300,05.05
4151,2457373,2457395,111,-2,1798,1598785,153,2,2987800,96,5,128,5127,613,182532,4,2,1,9,FALSE,3,999,1.269.060.037,5400000,200000,2.4
926,2457561,2457619,103,-2,1798,2499975,385,11,500000,96,5,265,8156,613,135252,3,2,1,9,FALSE,3,999,1.138.461.538,6000000,100000,1.22
2894,2457609,2457674,104,-2,1798,298304,26,10,1000000,96,5,75,4743,613,154802,3,2,1,9,FALSE,3,999,1.977.290.217,700000,14990,2.2
10890,2457502,2457572,93,-2,1798,1382048,385,11,1250000,96,5,65,1126,613,205625,4,2,1,9,FALSE,3,999,1.193.259.069,10000000,30000,3.4
7125,2457445,2457502,93,-2,1798,-3,156,12,1000000,96,5,8,133,110,221537,4,1,5,8,FALSE,3,999,5.532.031.381,30000000,10000,2.8
14963,2457524,2457551,104,279608,7,2436339,58,6,3041500,96,5,265,6880,96,154712,3,2,2,4,FALSE,3,999,2.254.352.381,12847600,100000,4.65
3233,2457522,2457608,104,-2,1798,80915,26,10,200000,96,5,60,3772,613,162723,3,2,1,9,FALSE,3,999,3.042.037.308,2800000,29400,1.77
747,2457405,2457434,111,-2,1798,2849095,385,11,100000,96,5,241,4405,613,140135,3,2,1,9,FALSE,3,999,474.736.875,15500000,25800,3.75
14933,2457486,2457555,93,214033,969,552401,58,6,350000,96,5,128,7684,1488,175001,3,2,2,4,FALSE,3,999,5.351.677.425,75000000,46000,2.4
13333,2457562,2457646,132,473468,850,3216070,227,1,50000,96,5,293,7285,1292,140916,3,2,2,4,FALSE,3,999,2.759.980.455,3200000,40000,1.82
1194,2457477,2457494,111,-2,1798,1790,26,10,1500000,96,5,237,1079,613,100201,2,2,1,9,FALSE,3,999,5.808.855.516,20000000,20000,1.73
14595,2457306,2457396,0,-2,1798,1387433,385,11,1250000,96,5,265,1103,613,93526,2,2,1,9,FALSE,3,999,2.168.148.602,10000000,15000,2.7
6336,2457628,2457672,93,-2,1798,3282954,301,16,1200000,96,5,101,4573,613,185802,4,2,1,9,FALSE,3,999,4.791.522.388,2800000,25000,1.95
3871,2457582,2457652,111,-2,1798,1413151,385,11,500000,96,5,70,1041,613,100824,2,2,1,9,FALSE,3,999,1.454.234.516,6000000,75000,2.36
3858,2457445,2457502,93,33564,1252,2461906,58,6,300000,96,5,60,6928,1857,144538,3,2,2,4,FALSE,3,999,2.831.245.541,33700000,31900,2.62
10369,2457306,2457396,111,-2,1798,242,301,16,10000000,96,5,217,2890,613,152610,3,2,1,9,FALSE,3,999,1.265.595.901,7000000,25000,2.92
4902,2457433,2457454,0,198098,373,2461853,58,6,114500,96,5,128,6991,742,180658,4,2,2,4,FALSE,3,999,276.673.717,1957000,45412,1.71
6776,2457515,2457571,103,-2,1798,2162047,385,11,2500000,96,5,128,7889,613,145411,3,2,1,9,FALSE,3,999,4.179.209.355,1250000,50000,1.53
9114,2457556,2457571,5,-2,1798,1202568,159,19,750000,96,5,128,569,613,154923,3,2,1,9,FALSE,3,999,2593883.75,25000000,50000,2.23
6316,2457597,2457656,103,-2,1798,2173109,26,10,800000,96,5,128,3242,613,13143,1,2,1,9,FALSE,3,999,6.148.806.452,2445100,24000,1.85
14131,2457387,2457427,111,-2,1798,1944883,159,19,1800000,96,5,128,2686,613,183416,4,2,1,9,FALSE,3,999,2.228.846.154,2500000,400000,2.79
10216,2457385,2457448,0,-2,1798,2092919,385,11,100000,96,5,102,2995,613,85605,2,2,1,9,FALSE,3,999,337.641.358,1450000,25000,1.48
3764,2457469,2457480,1,390180,731,2127867,58,6,1124375,96,5,128,6986,1180,144000,3,2,2,4,FALSE,3,999,9.562.519.038,5500000,49000,2.38
5154,2457424,2457498,103,-2,1798,-3,156,12,500000,96,5,8,133,186,150103,3,1,5,8,FALSE,3,999,6.789.631.549,1000000,25000,1.23
13579,2457451,2457483,103,-2,1798,-3,156,12,100000,96,5,8,87,140,75234,2,1,5,8,FALSE,3,999,698488.2,1000000,50000,1.56
3165,2457600,2457657,93,-2,1798,3130478,148,5,26500,96,5,128,6747,613,165827,3,2,1,9,FALSE,3,999,3620434.23,28000000,26500,02.05
9952,2457447,2457465,111,-2,1798,234224,26,10,2000000,96,5,128,4420,613,211536,4,2,1,9,FALSE,3,999,8.933.126.061,10260000,30000,2.33
8189,2457313,2457402,93,-2,1798,1390313,26,10,50000,96,5,128,1195,613,125306,3,2,1,9,FALSE,3,999,1225210,69750000,22000,2.47
12513,2457378,2457469,111,-2,1798,2168744,26,10,200000,96,5,128,3245,613,195504,4,2,1,9,FALSE,3,999,6.998.492.537,3062000,22800,2.25
1348,2457397,2457403,0,-2,1798,1551349,147,3,2513000,96,5,239,1650,613,64340,2,2,1,9,FALSE,3,999,1.080.399.504,25450000,59100,3.71
8951,2457375,2457467,111,24932,740,3086594,58,6,52500,96,5,128,7447,1456,140135,3,2,2,4,FALSE,3,999,2.579.912.857,5000000,26500,1.39
13836,2457345,2457393,103,175592,394,2290659,58,6,1112000,96,5,128,6045,773,111604,2,2,2,4,FALSE,3,999,2.296.905.312,12847600,84584,2.71
12025,2457338,2457409,111,-2,1798,2397232,385,11,1000000,96,5,128,3592,613,161257,3,2,1,9,FALSE,3,999,1228932.46,7800000,25000,2.79
8442,2457435,2457460,111,32280,492,2471917,58,6,80000,96,5,128,6943,888,135211,3,2,2,4,FALSE,3,999,8.185.291.971,3000000,20000,1.67
3460,2457639,2457685,5,571558,413,2451254,58,6,11112000,96,5,265,6928,798,22116,1,2,2,4,FALSE,3,999,2.494.116.102,11000000,140000,3.19
1960,2457576,2457631,111,-2,1798,1919585,26,10,50000,96,5,128,2549,613,100636,2,2,1,9,FALSE,3,999,6.193.387.097,2998000,25000,1.87
559,2457308,2457310,93,-2,1798,-3,156,12,2500000,96,5,221,5683,1934,62235,2,1,5,8,FALSE,3,999,2.459.850.889,23295000,100000,2.32
12300,2457523,2457605,4,-2,1798,3035005,238,9,2700000,96,5,128,8135,613,192016,4,2,1,9,FALSE,3,999,7.087.631.027,6000000,20000,2.33
12639,2457476,2457523,0,-2,1798,84019,301,16,650000,96,5,75,3830,613,162847,3,2,1,9,FALSE,3,999,1.191.292.135,5050500,77515,2.18
10902,2457515,2457570,0,176460,674,2550361,58,6,156000,96,5,101,6131,1103,155405,3,2,2,4,FALSE,3,999,3.502.773.415,2600000,20200,1.73
958,2457306,2457400,0,-2,1798,-3,440,15,1000000,96,5,265,4614,317,213625,4,1,5,8,FALSE,3,999,2.168.148.602,10000000,54000,1.93
8701,2457435,2457467,103,-2,1798,1330038,385,11,500000,96,5,128,793,613,62343,2,2,1,9,FALSE,3,999,2.700.794.766,5013219,25000,2.8
11618,2457581,2457673,93,-2,1798,2031754,385,11,1000000,96,5,70,2869,613,104227,2,2,1,9,FALSE,3,999,3.433.434.109,48800000,50000,2.98
5627,2457405,2457424,111,-2,1798,518805,26,10,100000,96,5,265,4974,613,205623,4,2,1,9,FALSE,3,999,399258.76,5000000,26500,1.62
14405,2457406,2457421,104,-2,1798,2505746,301,16,1100000,96,5,265,8287,613,204113,4,2,1,9,FALSE,3,999,3.479.516.129,2500000,13200,1.81
13361,2457579,2457608,103,-2,1798,2114057,385,11,200000,96,5,128,3088,613,75043,2,2,1,9,FALSE,3,999,4.764.705.882,2699000,36400,1.56
10152,2457361,2457422,103,-2,1798,2029713,159,19,500000,96,5,128,2746,613,195010,4,2,1,9,FALSE,3,999,3.267.520.667,500000,21000,1.48
13134,2457596,2457690,93,-2,1798,2763546,26,10,2500000,96,5,189,8497,613,61058,2,2,1,9,FALSE,3,999,2.570.926.286,28555000,200000,2
6341,2457645,2457673,111,-2,1798,1566888,26,10,1000000,96,5,128,1806,613,220024,4,2,1,9,FALSE,3,999,1.028.473.077,20625000,43840,1.81
11241,2457613,2457613,111,-2,1798,1506952,238,9,1350000,96,5,96,5429,613,163327,3,2,1,9,FALSE,3,999,1.988.971.884,20500000,38000,2.17
13095,2457415,2457504,111,276952,1153,2461840,58,6,1000000,96,5,56,6971,1764,150237,3,2,2,4,FALSE,3,999,1175766.31,10100000,50000,02.05
13731,2457375,2457436,111,-2,1798,1589293,159,19,108000,96,5,128,1968,613,80002,2,2,1,9,FALSE,3,999,1.691.944.165,24000000,119900,1.63
3666,2457351,2457428,93,-2,1798,-3,156,12,1200000,96,5,128,5232,299,151541,3,1,5,8,FALSE,3,999,7.512.485.876,4000000,25000,1.74
630,2457406,2457422,93,-2,1798,179447,26,10,2500000,96,5,128,3571,613,172633,3,2,1,9,FALSE,3,999,1.901.404.958,11000000,25000,03.04
9275,2457433,2457451,111,148239,802,2388260,227,1,500000,96,5,259,6843,1257,81141,2,2,2,4,FALSE,3,999,8.805.850.548,6000000,200000,1.89
14952,2457337,2457405,0,106297,1763,2482851,58,6,700000,96,5,96,7227,2578,180536,4,2,2,4,FALSE,3,999,5.558.228.211,2700000,34420,1.95
12734,2457326,2457345,2,-2,1798,2779777,26,10,1250000,96,5,265,4307,613,111352,2,2,1,9,FALSE,3,999,512797.4,2500000,21700,3.9
2979,2457530,2457552,111,-2,1798,1180308,385,11,500000,96,5,128,516,613,125005,3,2,1,9,FALSE,3,999,1256328.59,12500000,75000,5.43
11300,2457576,2457591,0,-2,1798,2457177,385,11,1000000,96,5,265,4011,613,143341,3,2,1,9,FALSE,3,999,1.140.006.533,5855000,30000,3.96
8476,2457529,2457612,93,-2,1798,1940539,385,11,1000000,96,5,265,2615,613,233601,4,2,1,9,FALSE,3,999,4.817.912.136,43000000,100000,1
9071,2457521,2457549,2,-2,1798,501909,385,11,2500000,96,5,128,4939,613,162154,3,2,1,9,FALSE,3,999,4.225.431.184,3852500,26500,2.58
11650,2457321,2457390,0,-2,1798,1951104,147,3,45989,96,5,259,2668,613,175402,3,2,1,9,FALSE,3,999,8.080.813.176,5000000,50000,02.08
3050,2457622,2457701,5,-2,1798,2118231,26,10,300000,96,5,128,2968,613,162310,3,2,1,9,FALSE,3,999,1.316.323.918,15000000,300000,2.14
12657,2457568,2457656,104,-2,1798,2112010,159,19,50000,96,5,128,3099,613,200245,4,2,1,9,FALSE,3,999,3.365.363.218,1810000,50000,1.39
6107,2457366,2457451,93,484262,1223,2844339,58,6,1320000,96,5,128,7408,1826,151342,3,2,2,4,FALSE,3,999,4.065.212.098,27880000,10000,2.55
406,2457417,2457507,111,-2,1798,1154047,385,11,1250000,96,5,128,464,613,83522,2,2,1,9,FALSE,3,999,7.110.078.384,3250000,50000,1.76
13276,2457476,2457568,103,-2,1798,1818254,301,16,1000000,96,5,259,2145,613,201401,4,2,1,9,FALSE,3,999,7.489.285.714,6200000,15,2.35
10926,2457378,2457397,0,90479,519,2573188,58,6,415000,96,5,128,6931,922,162743,3,2,2,4,FALSE,3,999,1.675.588.606,5000000,103700,1.53
5965,2457641,2457664,103,-2,1798,219608,26,10,150000,96,5,265,4283,613,73053,2,2,1,9,FALSE,3,999,6.604.166.667,5440000,50000,1.46
13429,2457515,2457603,104,-2,1798,3085175,385,11,1000000,96,5,128,8080,613,84236,2,2,1,9,FALSE,3,999,2.386.047.581,14390000,26500,2